conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1754143146311860419,"Sun Feb 04 14:01:31 +0000 2024",63148,"Anies: Bansos itu dibagiinnya bukan di pinggir jalan. Ganjar: https://t.co/t5xtP7Trdv",1754143146311860419,https://pbs.twimg.com/media/GFf35EDaMAAQvwn.jpg,,in,,771,476,7368,https://x.com/kisutiii/status/1754143146311860419,1624392821154414593,kisutiii
1753671874486411669,"Sat Feb 03 06:48:51 +0000 2024",13219,"Sehat sehat pak ganjar https://t.co/dx0oCESBde",1753671874486411669,https://pbs.twimg.com/media/GFZLRQCbIAAVvRM.jpg,,in,🍀,725,580,642,https://x.com/skipberat/status/1753671874486411669,992790872600162305,skipberat
1753799130403786828,"Sat Feb 03 15:14:31 +0000 2024",17914,"Menyala Salam Metal https://t.co/wcZrc1XjKq",1753799130403786828,https://pbs.twimg.com/media/GFa-__GagAAkMx0.jpg,,in,Indonesia,518,1477,2418,https://x.com/ganjarpranowo/status/1753799130403786828,109762193,ganjarpranowo
1753387596091396202,"Fri Feb 02 11:59:13 +0000 2024",34941,"Unggahan ini merupakan bukti tanda terima Surat Pengunduran Diri saya sebagai Komisaris Utama PT. Pertamina (Persero) yang saya serahkan hari ini 2 Februari 2024. Dengan ini saya menyatakan mendukung serta akan ikut mengkampanyekan pasangan calon presiden Ganjar Pranowo dan https://t.co/e7QfOTf1jd",1753387596091396202,https://pbs.twimg.com/media/GFVIt9DbgAAfeQc.jpg,,in,Jakarta,4828,4403,7749,https://x.com/basuki_btp/status/1753387596091396202,115286138,basuki_btp
1754159017503736148,"Sun Feb 04 15:04:35 +0000 2024",26909,"Dari lima kali debat pasangan Ganjar-Mahfud tampil selalu konsisten dan solid. Gagasan dan pengalaman seiring sejalan. Pak Anies selalu keren Cak Imin sempat kureng di awal. Pasangan satunya untuk urusan debat pffftt 11 dari 100. MVP keseluruhan Ganjar-Mahfud. ",1754159017503736148,,,in,"Wakatobi, Sulawesi Tenggara",269,2000,4015,https://x.com/Arie_Kriting/status/1754159017503736148,102215394,Arie_Kriting
1754148389372235822,"Sun Feb 04 14:22:21 +0000 2024",36796,"setiap prabowo bilang makan gratis satu helai rambut ganjar menghitam",1754148389372235822,,,in,,762,510,5326,https://x.com/weaupon/status/1754148389372235822,1399238850614988811,weaupon
1754009309925851526,"Sun Feb 04 05:09:42 +0000 2024",47895,"Persiapan debat terakhir https://t.co/awp0YPwPci",1754009309925851526,https://pbs.twimg.com/media/GFd-K7ZaIAAdK1D.jpg,,in,Indonesia,1400,4192,3927,https://x.com/ganjarpranowo/status/1754009309925851526,109762193,ganjarpranowo
1753299844641472721,"Fri Feb 02 06:10:32 +0000 2024",24957,"mau tanya lur tiba-tiba FB penuh komen dari warga vietnam ini fenomena apa? https://t.co/8SNzeuIrgb",1753299844641472721,https://pbs.twimg.com/media/GFT46FNaMAA2HP_.jpg,,in,Indonesia,1524,3133,2898,https://x.com/ganjarpranowo/status/1753299844641472721,109762193,ganjarpranowo
1753754101983424822,"Sat Feb 03 12:15:35 +0000 2024",18082,"Ada masukan aspirasi untuk debat terakhir? Temanya Kesejahteraan Sosial Pembangunan SDM dan Inklusi ya. Serius boleh guyonan juga gapapa. Ketua siap mencatat! https://t.co/wgDWmEeR1B",1753754101983424822,https://pbs.twimg.com/media/GFaWD8ZacAAXoE6.jpg,,in,Indonesia,693,2767,1610,https://x.com/ganjarpranowo/status/1753754101983424822,109762193,ganjarpranowo
1753335099549245520,"Fri Feb 02 08:30:37 +0000 2024",9276,"Rekam jejak membangun Jawa Tengah selama 10 tahun. Tentu tidak sendiri karena saya bukan superman melainkan superteam ️️️ https://t.co/A2QoRe9l5x",1753335099549245520,https://pbs.twimg.com/media/GFUY8v7bMAAUiYm.jpg,,in,Indonesia,217,1431,2495,https://x.com/ganjarpranowo/status/1753335099549245520,109762193,ganjarpranowo
1754641816132235376,"Mon Feb 05 23:03:03 +0000 2024",0,"tangannyaa ganjar https://t.co/IlDJFt43TV",1754641816132235376,https://pbs.twimg.com/media/GFm9bnOaQAAyPPh.jpg,,in,"日本 京都",0,0,0,https://x.com/putrimaharaniip/status/1754641816132235376,866836914111881216,putrimaharaniip
1753393207139049649,"Fri Feb 02 12:21:31 +0000 2024",3748,". . MEMANGGIL SEMUA A H O K K E R S MARI RAPATKAN BARISAN KITA MENANGKAN GANJAR MAHFUD Jangan koar-koar kalian Ahokkers sejati Kalau masih ada di 02 !!! Angkat Kaki Kalian dari sana !!! Karena Ahok saja TIDAK MENDUKUNG JOKOWI dalam Kontestasi Pilpres ini . . https://t.co/iQhZtuI0V7",1753393207139049649,https://pbs.twimg.com/media/GFVNyqpaYAA-_ii.jpg,,in,"Bermuda Triangle",53,1139,967,https://x.com/StefanAntonio__/status/1753393207139049649,1529491450605768704,StefanAntonio__
