conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1757455598273409030,"Tue Feb 13 17:24:01 +0000 2024",10467,"03 tidak akan pernah berkoalisi dengan 01. Ibu Mega tidak akan pernah mendukung orang yang sudah terang2an terbukti menggagalkan semua program pak jokowi itu namanya Anies Baswedan Ahok always be Ahok. https://t.co/z1NTKntCjv",1757455598273409030,https://pbs.twimg.com/amplify_video_thumb/1757455484284489728/img/6ZzmPFAm47NDrO9z.jpg,,in,,394,361,2282,https://x.com/AndrewsTjan/status/1757455598273409030,1176673445263765504,AndrewsTjan
1757215200401674390,"Tue Feb 13 01:28:45 +0000 2024",62126,"tau ga kenapa di eropa yg paling banyak dipilih itu ganjar sama anies? ya karena di sana dikit orang gobloknya ",1757215200401674390,,,in,"Surakarta, Jawa Tengah",823,593,12392,https://x.com/anonjawa/status/1757215200401674390,1689095684895772672,anonjawa
1757088532114325851,"Mon Feb 12 17:05:25 +0000 2024",28016,"Buat yg bukan tim sukses - share testimonies di thread bawah ini dong: Kenapa lu akhirnya pilih 01? Terutama kalau lu dulunya sebel bgt sama Anies. Atau kalau lingkungan/tmpt ibadah/keluarga lu pada fear mongering untuk ga pilih dia. Ini ada contoh dari satu https://t.co/qXujnViN0m",1757088532114325851,https://pbs.twimg.com/media/GGJus18W4AAUP0X.jpg,,in,"Berlin, Germany",608,696,9108,https://x.com/SumitroYoel/status/1757088532114325851,1214199801576714240,SumitroYoel
1757553029069647909,"Tue Feb 13 23:51:10 +0000 2024",1,"PRABOWO sudah BERBAKTI n BERJUANG buat BANGSA n NEGARA pada zamannya ANIES n GANJAR sudah JADI/BISA apa?O baru bisa MERAMBAT n MERANGKAK ya?.......sedangkan ANIES sama GANJAR paling baru jadi EMBRIO ya kan?! https://t.co/lzsubSdfeI",1757553029069647909,https://pbs.twimg.com/media/GGQR9R3aoAABnlZ.jpg,,in,,0,0,0,https://x.com/ArdoyantoE/status/1757553029069647909,1434495317496381443,ArdoyantoE
1757540785652965540,"Tue Feb 13 23:02:31 +0000 2024",1,"keajaiban yall adek sama mak w beralih ke anies akhirnya sekeluarga berada di jalan yang benar https://t.co/XM91QcmRQH",1757540785652965540,https://pbs.twimg.com/media/GGQKBcjaMAASPd8.jpg,,in,"header: xiayabaier",0,2,0,https://x.com/avenlogy/status/1757540785652965540,1453103391400419333,avenlogy
1757015929526091864,"Mon Feb 12 12:16:56 +0000 2024",53786,"Tadi lihat ada yg bahas ini di Tiktok jadi gua cari data aslinya. Ternyata beneran dooong... Anies ni emg bisa banget ya mikirin hal2 yg ga terpikir sama orang lain. Sampe pemulung segala dikasih BPJS TK dan ga dipamerin pula dasar paok https://t.co/rJY1I3Grdm",1757015929526091864,https://pbs.twimg.com/media/GGIsqxJaoAA8T23.jpg,,in,,1209,712,13510,https://x.com/xopch/status/1757015929526091864,59809831,xopch
1757555086501539912,"Tue Feb 13 23:59:21 +0000 2024",2,"liat nih anies tj duren tahunan kaga pernah banjir begini apa perlu banjir nya di ktp in dulu? https://t.co/soceE9bBqx",1757555086501539912,https://pbs.twimg.com/media/GGQXBa0bEAATvqN.jpg,,in,BTS,0,0,0,https://x.com/cchaoisan/status/1757555086501539912,1050649865833725952,cchaoisan
1756655414991856060,"Sun Feb 11 12:24:22 +0000 2024",22217,"TOLONG KIRIM THREAD FAKTA KALO ANIES GK Politik identitas dong maaf capslock panik ini lg ngobrol sm pendukung capres lain yg blg gmn kalo anies jd presiden ksian yg agama lain DAN PGN AK COUNTER politik",1756655414991856060,,,in,RULES,203,748,2531,https://x.com/UGM_FESS/status/1756655414991856060,1277749122296983552,UGM_FESS
1757544922192966051,"Tue Feb 13 23:18:57 +0000 2024",1,"padahal mah emang pinter komennya gue liat katanya kemakan janji manis wkwkwk namanya capres ya harus punya janji kalo gapunya janji ape yang di tagih? lagian kalo mau liat kerja nyata anies pd maen maen dah sono ke jkt. https://t.co/bUyE0MEI3u",1757544922192966051,https://pbs.twimg.com/media/GGQNyYPbkAANcTl.jpg,,in,,0,1,0,https://x.com/laviienbluuee/status/1757544922192966051,1675186461736587264,laviienbluuee
1757543058084679911,"Tue Feb 13 23:11:33 +0000 2024",573,"Anies &amp; Ganjar Teman Lama Di UGM Anies Ketua Senat Mahasiswa https://t.co/eVTdLmHyeu",1757543058084679911,https://pbs.twimg.com/ext_tw_video_thumb/1757542916137041920/pu/img/42Ppadm6uo8eNbyq.jpg,,in,,6,19,165,https://x.com/cobeh2022/status/1757543058084679911,1603638553820684289,cobeh2022
1757357612419756321,"Tue Feb 13 10:54:39 +0000 2024",31543,"Gw Yakin Anies Menang...",1757357612419756321,,,in,,857,1374,4581,https://x.com/Lisaamartatara6/status/1757357612419756321,1613446145610772483,Lisaamartatara6
1757549556265365750,"Tue Feb 13 23:37:22 +0000 2024",2,"Apa pertama yg akan di lakukan jika pak Anies menjadi Presiden 2024 https://t.co/DOhy90AULD",1757549556265365750,https://pbs.twimg.com/media/GGQSAVlaIAAqs5_.jpg,,in,,0,2,0,https://x.com/afta_01/status/1757549556265365750,1601446965492912129,afta_01
1757545462884888841,"Tue Feb 13 23:21:06 +0000 2024",198,"Selain membawa berkah waktu turunnya hujan juga menjadi waktu yang mustajab bila kita berdoa. Semoga Allaah takdirkan Anies menjadi presiden....dan membawa perubahan utk Indonesia. #01AMINwinElection #01AMINwinElection *Dari subuh hujan...semoga berkah. https://t.co/sP6gTUrbz5",1757545462884888841,https://pbs.twimg.com/media/GGQOSE4bkAAp7qv.jpg,,in,"Cibinong, Indonesia",1,28,52,https://x.com/BarisanOpOsisi/status/1757545462884888841,1228468489511292928,BarisanOpOsisi
1757410122442453275,"Tue Feb 13 23:44:41 +0000 2024",54,"@fadlizon @NurFachrurrahim InsyaAllah #01AMINwinElection InsyaAllah Anies Presiden. https://t.co/MrA8z9vurG",1757551399251186015,https://pbs.twimg.com/media/GGQTrtZbUAAkc1q.jpg,fadlizon,in,,0,0,10,https://x.com/LaukDown/status/1757551399251186015,1604336455345614849,LaukDown
1757552771656794231,"Tue Feb 13 23:50:09 +0000 2024",3,"suited n dressed like el penguino del ganjar satoru for my election date anw i'm begging n im rooting for anjar (anies ganjar) ️ #AsalBukan02 https://t.co/iPQ1BKapro",1757552771656794231,https://pbs.twimg.com/media/GGQU7m9bIAAlxve.jpg,,en,"Estadio Santiago Bernabeu ",0,0,0,https://x.com/G4C0AN/status/1757552771656794231,1693119693824126977,G4C0AN
1757355657228132459,"Tue Feb 13 23:40:19 +0000 2024",104,"@TajukPolitik Apa yg akan di lakukan pertama kali jika pak Anies menjadi Presiden 2024 https://t.co/1pnzqpxwUI",1757550299865358540,https://pbs.twimg.com/media/GGQSrsbbQAAc6db.jpg,TajukNasional,in,,1,29,9,https://x.com/afta_01/status/1757550299865358540,1601446965492912129,afta_01
1757030418833113381,"Mon Feb 12 13:14:30 +0000 2024",63,"Ganjar gampang banget ngehapus dosa nya di Wadas dan Kendeng hanya dengan dalih : Oh saya hanya jalankan perintah Jokowi Meanwhile Anies..........",1757030418833113381,,,in,,2,2,19,https://x.com/bergulingan/status/1757030418833113381,1493170253995462662,bergulingan
1757555061558018440,"Tue Feb 13 23:59:15 +0000 2024",6,"We had done our best sekarang saatnya menyempurnakan ikhtiar kita dan lanjut berjuang jalur langit #AMINajadulu #AMINfor2024 https://t.co/DACVc41V2o",1757555061558018440,https://pbs.twimg.com/media/GGQXA1rbQAAivjl.jpg,,in,"Indonesia ",0,0,3,https://x.com/OWLphabets/status/1757555061558018440,2425344610,OWLphabets
1757546403457536491,"Tue Feb 13 23:24:50 +0000 2024",305,"Jam 04.30 subuh mendadak hujan gerimis tp lumayan awet nih... tenang ttp semangT ke TPS yg dituju..yuk ah... Ini abah Anies Subuhan sebelum siap² ke TPS.. ️. https://t.co/671i4RezbL",1757546403457536491,https://pbs.twimg.com/ext_tw_video_thumb/1757545781182283776/pu/img/rSMSLYbim9YdINls.jpg,,in," ",3,4,58,https://x.com/HuseinShelly/status/1757546403457536491,1163350693454868480,HuseinShelly
1757370262419620214,"Tue Feb 13 11:44:55 +0000 2024",37222,"Akhirnya lengkap Desak Anies Gelar Tikar Ganjar Podcast Prabowo https://t.co/NHjrTmwYGQ",1757370262419620214,https://pbs.twimg.com/media/GGNu7wJaIAA96IO.jpg,,in,Jakarta,971,640,6679,https://x.com/txtfrombrand/status/1757370262419620214,2947519148,txtfrombrand
1756647633454801195,"Sun Feb 11 11:53:27 +0000 2024",12,"The real beban Mas Anies ini si Cak Bogel. https://t.co/pdzdtTFDWc",1756647633454801195,https://pbs.twimg.com/media/GGDdtU2bgAAfhnO.jpg,,in,"Eintracht Frankfurt",0,0,1,https://x.com/degnartse/status/1756647633454801195,217684045,degnartse
1756650707636383769,"Sun Feb 11 12:05:40 +0000 2024",345,"middle class conservative muslim anies supporters make me want to kill myself kalian bener-bener gak self aware kah dampak pilgub dki 2017? coba deh empati ke kelompok rentan diskriminasi yang mereka dapet kayak gimana. elu mayoritas konyol gakusah serigala berbulu domba deh.",1756650707636383769,,,in,,19,1,92,https://x.com/torlaies/status/1756650707636383769,1042378556179865600,torlaies
1756645197822435649,"Sun Feb 11 11:43:46 +0000 2024",1,"Tinggal 3 hari lagi. Kubu Anies makin panik gabs menambah bahkan 1 persen pun utk elektabilitasnya. Drama apapun udh ga laku jualan apapun udh ga menarik. Satu putaran makin nyata. https://t.co/NiCKOs1oIJ",1756645197822435649,https://pbs.twimg.com/media/GGDbf3bbgAA8Mgr.jpg,,in,,0,0,0,https://x.com/PRAKA_08/status/1756645197822435649,1724951859767685120,PRAKA_08
1756652616313143772,"Sun Feb 11 12:13:15 +0000 2024",1,"standart buat Anies Baswedan tinggi sekali https://t.co/lcQppUJXKQ",1756652616313143772,https://pbs.twimg.com/media/GGDiPrHagAA8w44.jpg,,in,,0,1,0,https://x.com/aldyssa/status/1756652616313143772,300677980,aldyssa
1756643658001232326,"Sun Feb 11 11:37:39 +0000 2024",1,"Ini cak imin kayak bocil diomelin bapaknya (abah anies) awoakwoak https://t.co/w3oBPz1KT2",1756643658001232326,https://pbs.twimg.com/media/GGDaF9WakAAqQmr.jpg,,in,,0,1,0,https://x.com/moon_heera/status/1756643658001232326,175581598,moon_heera
1756653981181571452,"Sun Feb 11 12:18:40 +0000 2024",9,"Arahan pak Anies untuk semua relawan AMIN https://t.co/9pXFU7NRYN",1756653981181571452,https://pbs.twimg.com/ext_tw_video_thumb/1756653874994360320/pu/img/ZyXL--gIznjBBmdn.jpg,,in,Wakanda,1,0,7,https://x.com/SulisteaT40686/status/1756653981181571452,1702971286392315904,SulisteaT40686
1756653750557798778,"Sun Feb 11 12:17:45 +0000 2024",14,"Atp gue yakin yg gamau milih anies cuma karena alesan personal alias benci aja ke orangnya lol",1756653750557798778,,,in,,0,0,0,https://x.com/anackeen/status/1756653750557798778,1736950036028915712,anackeen
1756650707636383769,"Sun Feb 11 12:05:43 +0000 2024",59,"gakusah debat persekusi juga. emang masjid lu pernah ada yang ditolak dibangun? ada yang pernah dibakar? hak hidup lu pernah ilang simply karena orang gasuka keberadaan lu? yang masalah tuh bukan keislaman anies tapi keislaman lu pada. siap gak jadi lebih toleran?",1756650719124590816,,torlaies,in,,20,0,20,https://x.com/torlaies/status/1756650719124590816,1042378556179865600,torlaies
1756654533043003447,"Sun Feb 11 12:20:52 +0000 2024",204,"Ikrar Nusa Bhakti : Dia bukan lagi pembajak Demokrasi tp sebagai PENGHIANAT BANGSA..!! Buntut kondisi kelakuan Jokowi.! Sepakat..!! Gue ANIES elu terserah #AMINkanIndonesia #AMINkanIndonesia https://t.co/yzVTvlJymu",1756654533043003447,https://pbs.twimg.com/ext_tw_video_thumb/1756654474586910720/pu/img/4e2SvgEmJGPYGMVl.jpg,,in,Indonesia,2,12,135,https://x.com/lin_conil/status/1756654533043003447,922727862586679296,lin_conil
1756650330635616699,"Sun Feb 11 12:04:10 +0000 2024",841,"Penasaran respon warga Jakarta nih. Seandainya pak Anies kalah di pilpres kalian mau gak dipimpin sama belio lagi di DKI Jakarta? ",1756650330635616699,,,in,,112,180,92,https://x.com/WidasSatyo/status/1756650330635616699,472857347,WidasSatyo
1756654075423416611,"Sun Feb 11 12:19:03 +0000 2024",7,"Anies... Anies.. Anies... .. Suasana TPS di Kuala Lumpur Malaysia 91% pilih AMIN no 1 ️ https://t.co/5yn9UJ9dxO",1756654075423416611,https://pbs.twimg.com/ext_tw_video_thumb/1756653937892143104/pu/img/GMboZd4KGf31uxI4.jpg,,in,"On God's Earth",0,0,1,https://x.com/Assiglie/status/1756654075423416611,1609594734162632704,Assiglie
1756648463201419602,"Sun Feb 11 11:56:45 +0000 2024",0,"anies just like me with my assignment ️",1756648463201419602,,,en,,0,1,0,https://x.com/moonieman_/status/1756648463201419602,1054708170394763265,moonieman_
1756644830242025836,"Sun Feb 11 11:42:19 +0000 2024",3,"THIS! Setelah menjabat Anies memang berlaku adil dan toleran terhadap semua komunitas. Namun perlu diingat bahwa kemenangan Anies sebagian besar dipengaruhi oleh politik yang sarat akan isu SARA. Jadi jangan memungkiri fakta kalau momen-momen kelam ini MEMANG ada.",1756644830242025836,,,in,"Jakarta Capital Region",0,0,0,https://x.com/priskverd/status/1756644830242025836,1369575389253619715,priskverd
1756650707636383769,"Sun Feb 11 12:05:42 +0000 2024",39,"iya proker anies oke iya latar belakang pendidikan anies oke dan mungkin secara personal pun oke tapi kalo dia kepilih dan malah memobilisasi kalian buat lebih hateful lagi kayak gimana? apa gunanya proker bagus kalo kehidupan &amp; keamanan kelompok rentan gak ikut terjamin?",1756650714636702166,,torlaies,in,,11,1,7,https://x.com/torlaies/status/1756650714636702166,1042378556179865600,torlaies
1756652011616137390,"Sun Feb 11 12:10:51 +0000 2024",0,"Anies....Anies...Anies...Kuala lumpur bersama perubahan #AMINAjaDulu #AniesFinalStage #AniesPresiden2024 #AMIN2024MenangSATUPutaran #AMINPilihanRakyat https://t.co/hW2BCF2cyc",1756652011616137390,https://pbs.twimg.com/ext_tw_video_thumb/1756651942754107392/pu/img/B96l0pCxYsCqGVEp.jpg,,in,,0,0,0,https://x.com/abumuha32539102/status/1756652011616137390,1071758752833921026,abumuha32539102
1756649075846545533,"Sun Feb 11 11:59:11 +0000 2024",0,"apapun urusannya kalo sama anies pasti well prepared ",1756649075846545533,,,in,"Singapur, India",0,0,0,https://x.com/sjksozky/status/1756649075846545533,1272914600954978304,sjksozky
1756650330635616699,"Sun Feb 11 12:06:53 +0000 2024",283,"@WidasSatyo pak anies nya blm tentu mau sih. apalagi blio udh paham betul gimana dikerjain rezim yg berseberangan. terlebih kalo yg mimpin w0w0 yang udah dendam banget kayaknya️ bisa diapain itu gub jkt",1756651015397576967,,WidasSatyo,in,,0,3,9,https://x.com/sebelgksihlu/status/1756651015397576967,1053611394547863552,sebelgksihlu
1756649589397127437,"Sun Feb 11 12:01:13 +0000 2024",0,"Kenapa capres kita bucin semua dahhh ya Tuhan mau Abah Anies satu atau pak Ganjar satuu plisss",1756649589397127437,,,in,,0,0,0,https://x.com/vhuggablev/status/1756649589397127437,841554405673525249,vhuggablev
1756651209942085940,"Sun Feb 11 12:07:40 +0000 2024",434,"Penutup dari 3 ahli hukum tata negara di Film Dokumenter Dirty Vote. Dan saya menyimpulkan bahwa ada penguasa zholim yang telah mengisap darah rakyatnya untuk di donorkan ke pada penerusnya!? https://t.co/1yh6Kv1hDL",1756651209942085940,https://pbs.twimg.com/ext_tw_video_thumb/1756651142732263424/pu/img/Mibhsq48nKTfurFm.jpg,,in,"DKI Jakarta, Indonesia",4,3,170,https://x.com/AniesIndonesia/status/1756651209942085940,1256169695872299008,AniesIndonesia
1756649773304869058,"Sun Feb 11 12:01:57 +0000 2024",0,"Tanpa dibayar tanpa nasi bungkus pendukung Anies Muhaimin rela datang ke JIS untuk hadiri Kampanye Akbar AMIN tanggal 10 Februari 2024. Apakah kalian setuju Anies presiden? Setujuuuuuu. . . #CurangBrutalBerartiChaos #CurangBrutalBerartiChaos https://t.co/LU7OCiNjL8",1756649773304869058,https://pbs.twimg.com/ext_tw_video_thumb/1756649616727314432/pu/img/RGDCJE8D7AG7IUtf.jpg,,in,,0,0,0,https://x.com/dancersejati07/status/1756649773304869058,1605747132014637061,dancersejati07
1756637369183490453,"Sun Feb 11 11:12:40 +0000 2024",359,"Pak anies said it himself. Ga perlu all-out dukung politicians. Leave some room for improvement ",1756637369183490453,,,en,"JKT-Seoul aminin plis",2,0,68,https://x.com/hunderwerr/status/1756637369183490453,840930091,hunderwerr
1756640567541538832,"Sun Feb 11 11:25:22 +0000 2024",251,"padahal beliau belum jadi presiden loh. tapi udah dituntut ini itu. harus sesuai dengan keinginan mereka. nerapin standarnya beda dgn yg lain. padahal mereka yg menuntut juga belum tentu nyoblos 01. gak heran sih dulu banyak yg bilang kalo pak anies gubernur indonesia hahaha.",1756640567541538832,,,in,,2,0,78,https://x.com/ByYoeee/status/1756640567541538832,977342525609398273,ByYoeee
